Day,Month,Year,Date,Reason Group 1,Reason Group 2,Reason Group 3,Reason Group 4,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
17,11,2016,2016-11-17,0,0,0,1,235,11,37,284.031,29,1,1,1,2
17,11,2016,2016-11-17,0,0,0,1,179,51,38,284.031,31,0,0,0,3
18,11,2016,2016-11-18,1,0,0,0,246,25,41,284.031,23,0,0,0,8
18,11,2016,2016-11-18,1,0,0,0,291,31,40,284.031,25,0,1,1,4
21,11,2016,2016-11-21,1,0,0,0,246,25,41,284.031,23,0,0,0,8
22,11,2016,2016-11-22,0,0,0,1,179,51,38,284.031,31,0,0,0,1
23,11,2016,2016-11-23,1,0,0,0,260,50,36,284.031,23,0,4,0,8
25,11,2016,2016-11-25,0,1,0,0,260,50,36,284.031,23,0,4,0,8
25,11,2016,2016-11-25,0,0,0,0,378,49,36,284.031,21,0,2,4,0
29,11,2016,2016-11-29,0,0,0,0,279,5,39,284.031,24,0,2,0,0
24,11,2016,2016-11-24,0,0,0,1,179,51,38,284.031,31,0,0,0,1
5,12,2016,2016-12-05,1,0,0,0,225,26,28,236.629,24,0,1,2,3
5,12,2016,2016-12-05,0,0,0,1,179,51,38,236.629,31,0,0,0,2
5,12,2016,2016-12-05,0,0,0,1,179,51,38,236.629,31,0,0,0,1
5,12,2016,2016-12-05,0,0,0,1,235,11,37,236.629,29,1,1,1,3
6,12,2016,2016-12-06,0,0,0,1,118,13,50,236.629,31,0,1,0,1
9,12,2016,2016-12-09,0,0,0,1,260,50,36,236.629,23,0,4,0,4
15,12,2016,2016-12-15,1,0,0,0,246,25,41,236.629,23,0,0,0,8
15,12,2016,2016-12-15,0,0,0,1,179,51,38,236.629,31,0,0,0,1
16,12,2016,2016-12-16,0,0,0,1,179,51,38,236.629,31,0,0,0,1
20,12,2016,2016-12-20,0,0,0,1,179,26,30,236.629,19,1,0,0,1
20,12,2016,2016-12-20,0,0,0,1,118,10,37,236.629,28,0,0,0,8
22,12,2016,2016-12-22,0,0,0,1,235,11,37,236.629,29,1,1,1,2
23,12,2016,2016-12-23,0,0,0,1,179,51,38,236.629,31,0,0,0,1
20,12,2016,2016-12-20,1,0,0,0,235,20,43,236.629,38,0,1,0,8
20,12,2016,2016-12-20,1,0,0,0,235,11,37,236.629,29,1,1,1,4
21,12,2016,2016-12-21,0,0,0,1,260,50,36,236.629,23,0,4,0,8
19,12,2016,2016-12-19,0,0,0,1,157,27,29,236.629,22,0,0,0,2
19,12,2016,2016-12-19,0,0,0,1,179,51,38,236.629,31,0,0,0,3
19,12,2016,2016-12-19,0,0,1,0,289,36,33,236.629,30,0,2,1,8
4,1,2017,2017-01-04,0,0,0,1,225,26,28,330.061,24,0,1,2,5
9,1,2017,2017-01-09,0,0,1,0,118,10,37,330.061,28,0,0,0,32
9,1,2017,2017-01-09,0,0,0,1,155,12,34,330.061,25,0,2,0,2
3,1,2017,2017-01-03,1,0,0,0,235,11,37,330.061,29,1,1,1,1
3,1,2017,2017-01-03,0,0,0,1,155,12,34,330.061,25,0,2,0,4
9,1,2017,2017-01-09,0,0,0,1,289,36,33,330.061,30,0,2,1,8
11,1,2017,2017-01-11,1,0,0,0,291,31,40,330.061,25,0,1,1,8
16,1,2017,2017-01-16,0,0,0,1,235,20,43,330.061,38,0,1,0,8
16,1,2017,2017-01-16,0,0,0,1,118,13,50,330.061,31,0,1,0,4
25,1,2017,2017-01-25,0,0,0,1,179,51,38,330.061,31,0,0,0,1
27,1,2017,2017-01-27,0,0,0,1,179,51,38,330.061,31,0,0,0,1
7,2,2017,2017-02-07,0,0,0,1,118,10,37,251.818,28,0,0,0,2
1,2,2017,2017-02-01,0,0,0,1,179,51,38,251.818,31,0,0,0,3
1,2,2017,2017-02-01,1,0,0,0,225,26,28,251.818,24,0,1,2,1
3,2,2017,2017-02-03,0,0,0,1,289,36,33,251.818,30,0,2,1,3
10,2,2017,2017-02-10,0,0,0,1,260,50,36,251.818,23,0,4,0,3
17,2,2017,2017-02-17,0,0,0,1,179,51,38,251.818,31,0,0,0,3
13,2,2017,2017-02-13,0,0,0,1,179,51,38,251.818,31,0,0,0,2
15,2,2017,2017-02-15,0,0,0,1,179,51,38,251.818,31,0,0,0,3
16,2,2017,2017-02-16,1,0,0,0,179,51,38,251.818,31,0,0,0,8
16,2,2017,2017-02-16,0,0,0,1,246,25,41,251.818,23,0,0,0,8
17,2,2017,2017-02-17,0,0,0,1,179,51,38,251.818,31,0,0,0,3
13,2,2017,2017-02-13,0,0,0,1,189,29,33,251.818,25,0,2,2,8
13,2,2017,2017-02-13,0,0,0,1,179,51,38,251.818,31,0,0,0,3
21,2,2017,2017-02-21,0,0,0,1,246,25,41,251.818,23,0,0,0,2
21,2,2017,2017-02-21,0,0,0,1,291,31,40,251.818,25,0,1,1,2
22,2,2017,2017-02-22,1,0,0,0,157,27,29,251.818,22,0,0,0,16
22,2,2017,2017-02-22,0,0,0,1,179,51,38,251.818,31,0,0,0,3
24,2,2017,2017-02-24,0,0,0,1,179,51,38,251.818,31,0,0,0,3
24,2,2017,2017-02-24,1,0,0,0,246,25,41,251.818,23,0,0,0,24
22,2,2017,2017-02-22,0,0,0,1,179,51,38,251.818,31,0,0,0,3
24,2,2017,2017-02-24,0,0,0,1,179,51,38,251.818,31,0,0,0,3
7,3,2017,2017-03-07,0,0,1,0,118,10,37,244.387,28,0,0,0,8
8,3,2017,2017-03-08,0,0,1,0,246,25,41,244.387,23,0,0,0,16
10,3,2017,2017-03-10,0,0,0,1,246,25,41,244.387,23,0,0,0,2
10,3,2017,2017-03-10,0,0,0,1,260,50,36,244.387,23,0,4,0,4
13,3,2017,2017-03-13,0,0,0,1,179,51,38,244.387,31,0,0,0,2
13,3,2017,2017-03-13,0,0,0,1,235,11,37,244.387,29,1,1,1,8
14,3,2017,2017-03-14,0,0,0,1,179,22,40,244.387,22,1,2,0,8
14,3,2017,2017-03-14,0,0,0,1,378,49,36,244.387,21,0,2,4,8
20,3,2017,2017-03-20,0,0,0,1,179,51,38,244.387,31,0,0,0,16
22,3,2017,2017-03-22,0,0,0,1,361,52,28,244.387,27,0,1,4,8
22,3,2017,2017-03-22,0,0,0,0,369,17,31,244.387,25,0,3,0,0
23,3,2017,2017-03-23,0,0,1,0,235,11,37,244.387,29,1,1,1,8
24,3,2017,2017-03-24,0,0,0,1,118,13,50,244.387,31,0,1,0,2
28,3,2017,2017-03-28,1,0,0,0,118,13,50,244.387,31,0,1,0,3
29,3,2017,2017-03-29,1,0,0,0,118,13,50,244.387,31,0,1,0,8
30,3,2017,2017-03-30,0,0,0,0,235,11,37,244.387,29,1,1,1,0
30,3,2017,2017-03-30,0,0,0,0,246,25,41,244.387,23,0,0,0,0
30,3,2017,2017-03-30,0,0,0,0,118,13,50,244.387,31,0,1,0,0
31,3,2017,2017-03-31,0,0,0,1,179,51,38,244.387,31,0,0,0,8
31,3,2017,2017-03-31,0,0,0,1,289,36,33,244.387,30,0,2,1,8
27,3,2017,2017-03-27,0,0,1,0,260,50,36,244.387,23,0,4,0,8
28,3,2017,2017-03-28,0,0,0,1,246,25,41,244.387,23,0,0,0,2
5,4,2017,2017-04-05,0,0,0,1,179,51,38,239.409,31,0,0,0,4
7,4,2017,2017-04-07,0,0,0,1,260,50,36,239.409,23,0,4,0,3
7,4,2017,2017-04-07,0,0,0,1,330,16,28,239.409,25,1,0,0,4
10,4,2017,2017-04-10,0,0,0,1,369,17,31,239.409,25,0,3,0,4
10,4,2017,2017-04-10,0,0,0,1,248,25,47,239.409,32,0,2,1,4
12,4,2017,2017-04-12,0,0,0,1,330,16,28,239.409,25,1,0,0,8
12,4,2017,2017-04-12,0,0,0,1,179,51,38,239.409,31,0,0,0,8
17,4,2017,2017-04-17,0,0,0,1,118,13,50,239.409,31,0,1,0,1
19,4,2017,2017-04-19,1,0,0,0,118,13,50,239.409,31,0,1,0,120
28,4,2017,2017-04-28,0,0,0,1,300,26,43,239.409,25,0,2,1,8
28,4,2017,2017-04-28,0,0,0,1,260,50,36,239.409,23,0,4,0,4
24,4,2017,2017-04-24,0,0,0,1,179,51,38,239.409,31,0,0,0,4
26,4,2017,2017-04-26,1,0,0,0,118,10,37,239.409,28,0,0,0,2
1,5,2017,2017-05-01,1,0,0,0,235,20,43,246.074,38,0,1,0,16
3,5,2017,2017-05-03,0,0,0,1,248,25,47,246.074,32,0,2,1,2
8,5,2017,2017-05-08,1,0,0,0,369,17,31,246.074,25,0,3,0,8
10,5,2017,2017-05-10,0,0,0,1,179,26,30,246.074,19,1,0,0,3
10,5,2017,2017-05-10,0,0,0,1,179,51,38,246.074,31,0,0,0,4
11,5,2017,2017-05-11,0,0,0,1,361,52,28,246.074,27,0,1,4,1
12,5,2017,2017-05-12,0,0,0,1,260,50,36,246.074,23,0,4,0,3
15,5,2017,2017-05-15,1,0,0,0,179,22,40,246.074,22,1,2,0,2
15,5,2017,2017-05-15,1,0,0,0,179,22,40,246.074,22,1,2,0,3
17,5,2017,2017-05-17,0,0,1,0,228,14,58,246.074,22,0,2,1,8
17,5,2017,2017-05-17,0,0,0,1,225,26,28,246.074,24,0,1,2,3
19,5,2017,2017-05-19,1,0,0,0,330,16,28,246.074,25,1,0,0,8
22,5,2017,2017-05-22,0,0,0,1,179,26,30,246.074,19,1,0,0,2
22,5,2017,2017-05-22,0,0,0,1,118,10,37,246.074,28,0,0,0,1
29,5,2017,2017-05-29,1,0,0,0,235,11,37,246.074,29,1,1,1,8
31,5,2017,2017-05-31,0,0,0,1,179,26,30,246.074,19,1,0,0,3
5,6,2017,2017-06-05,0,0,0,1,118,10,37,253.957,28,0,0,0,3
5,6,2017,2017-06-05,0,0,0,1,179,51,38,253.957,31,0,0,0,3
6,6,2017,2017-06-06,0,0,0,1,118,10,37,253.957,28,0,0,0,2
8,6,2017,2017-06-08,0,0,0,1,225,26,28,253.957,24,0,1,2,4
9,6,2017,2017-06-09,0,0,0,1,260,50,36,253.957,23,0,4,0,4
9,6,2017,2017-06-09,0,0,0,0,179,51,38,253.957,31,0,0,0,0
12,6,2017,2017-06-12,1,0,0,0,291,31,40,253.957,25,0,1,1,40
12,6,2017,2017-06-12,0,0,0,1,179,51,38,253.957,31,0,0,0,24
13,6,2017,2017-06-13,0,0,0,1,246,25,41,253.957,23,0,0,0,3
19,6,2017,2017-06-19,0,0,0,1,179,51,38,253.957,31,0,0,0,4
20,6,2017,2017-06-20,0,0,0,1,235,20,43,253.957,38,0,1,0,8
26,6,2017,2017-06-26,0,0,0,1,179,51,38,253.957,31,0,0,0,2
28,6,2017,2017-06-28,0,0,0,1,225,26,28,253.957,24,0,1,2,2
28,6,2017,2017-06-28,0,0,0,1,118,13,50,253.957,31,0,1,0,2
28,6,2017,2017-06-28,1,0,0,0,179,51,38,253.957,31,0,0,0,8
28,6,2017,2017-06-28,0,0,1,0,179,26,30,253.957,19,1,0,0,2
30,6,2017,2017-06-30,0,0,0,1,246,25,41,253.957,23,0,0,0,2
27,6,2017,2017-06-27,1,0,0,0,330,16,28,253.957,25,1,0,0,1
27,6,2017,2017-06-27,1,0,0,0,235,11,37,253.957,29,1,1,1,8
6,7,2017,2017-07-06,0,0,0,1,179,26,30,230.29,19,1,0,0,2
6,7,2017,2017-07-06,0,0,0,1,225,26,28,230.29,24,0,1,2,4
7,7,2017,2017-07-07,1,0,0,0,260,50,36,230.29,23,0,4,0,8
10,7,2017,2017-07-10,1,0,0,0,268,11,33,230.29,25,1,0,0,8
14,7,2017,2017-07-14,0,0,0,1,330,16,28,230.29,25,1,0,0,8
14,7,2017,2017-07-14,0,0,0,1,118,10,37,230.29,28,0,0,0,8
17,7,2017,2017-07-17,0,0,0,1,260,50,36,230.29,23,0,4,0,4
18,7,2017,2017-07-18,0,0,0,1,118,10,37,230.29,28,0,0,0,8
24,7,2017,2017-07-24,0,1,0,0,300,26,43,230.29,25,0,2,1,8
24,7,2017,2017-07-24,0,0,0,1,235,29,48,230.29,33,0,1,5,1
25,7,2017,2017-07-25,0,0,0,1,246,25,41,230.29,23,0,0,0,2
25,7,2017,2017-07-25,1,0,0,0,225,26,28,230.29,24,0,1,2,112
25,7,2017,2017-07-25,0,0,0,1,179,51,38,230.29,31,0,0,0,1
28,7,2017,2017-07-28,0,0,0,1,118,13,50,230.29,31,0,1,0,1
28,7,2017,2017-07-28,0,0,0,1,361,52,28,230.29,27,0,1,4,8
24,7,2017,2017-07-24,0,0,0,1,289,36,33,230.29,30,0,2,1,8
24,7,2017,2017-07-24,0,0,0,1,235,20,43,230.29,38,0,1,0,8
25,7,2017,2017-07-25,0,0,0,1,246,25,41,230.29,23,0,0,0,2
27,7,2017,2017-07-27,0,0,0,1,291,31,40,230.29,25,0,1,1,1
27,7,2017,2017-07-27,0,0,0,1,279,5,39,230.29,24,0,2,0,2
3,8,2017,2017-08-03,0,0,0,1,179,51,38,249.797,31,0,0,0,4
7,8,2017,2017-08-07,0,0,0,1,179,22,40,249.797,22,1,2,0,1
8,8,2017,2017-08-08,0,0,0,1,246,25,41,249.797,23,0,0,0,4
8,8,2017,2017-08-08,0,0,0,1,118,10,37,249.797,28,0,0,0,4
8,8,2017,2017-08-08,0,0,0,1,289,36,33,249.797,30,0,2,1,8
8,8,2017,2017-08-08,0,0,0,1,235,20,43,249.797,38,0,1,0,8
10,8,2017,2017-08-10,0,0,0,1,291,31,40,249.797,25,0,1,1,4
14,8,2017,2017-08-14,0,0,0,1,179,51,38,249.797,31,0,0,0,4
15,8,2017,2017-08-15,0,0,0,1,179,22,40,249.797,22,1,2,0,8
17,8,2017,2017-08-17,0,0,0,1,330,16,28,249.797,25,1,0,0,16
22,8,2017,2017-08-22,0,0,0,1,235,11,37,249.797,29,1,1,1,4
22,8,2017,2017-08-22,0,0,0,1,246,25,41,249.797,23,0,0,0,1
22,8,2017,2017-08-22,0,0,0,1,118,10,37,249.797,28,0,0,0,5
24,8,2017,2017-08-24,0,0,0,1,291,31,40,249.797,25,0,1,1,2
28,8,2017,2017-08-28,0,0,0,1,260,50,36,249.797,23,0,4,0,3
5,9,2017,2017-09-05,0,0,0,1,246,25,41,261.756,23,0,0,0,1
5,9,2017,2017-09-05,0,0,0,1,246,25,41,261.756,23,0,0,0,1
5,9,2017,2017-09-05,0,0,0,1,118,10,37,261.756,28,0,0,0,3
5,9,2017,2017-09-05,0,0,0,1,155,12,34,261.756,25,0,2,0,2
7,9,2017,2017-09-07,0,0,0,1,291,31,40,261.756,25,0,1,1,2
8,9,2017,2017-09-08,0,0,0,1,179,26,30,261.756,19,1,0,0,8
8,9,2017,2017-09-08,0,0,0,1,248,25,47,261.756,32,0,2,1,1
11,9,2017,2017-09-11,0,0,0,1,179,51,38,261.756,31,0,0,0,4
13,9,2017,2017-09-13,0,0,0,1,225,26,28,261.756,24,0,1,2,1
18,9,2017,2017-09-18,0,0,0,1,179,26,30,261.756,19,1,0,0,2
19,9,2017,2017-09-19,0,0,0,1,369,17,31,261.756,25,0,3,0,8
26,9,2017,2017-09-26,0,0,0,1,361,52,28,261.756,27,0,1,4,8
5,10,2017,2017-10-05,1,0,0,0,289,48,49,284.853,36,0,0,2,1
5,10,2017,2017-10-05,1,0,0,0,235,16,32,284.853,25,1,0,0,3
6,10,2017,2017-10-06,0,0,0,1,246,25,41,284.853,23,0,0,0,8
11,10,2017,2017-10-11,1,0,0,0,289,48,49,284.853,36,0,0,2,3
11,10,2017,2017-10-11,0,0,0,1,291,31,40,284.853,25,0,1,1,2
17,10,2017,2017-10-17,0,0,0,1,118,10,37,284.853,28,0,0,0,2
19,10,2017,2017-10-19,0,0,0,1,289,48,49,284.853,36,0,0,2,2
20,10,2017,2017-10-20,0,0,0,1,291,31,40,284.853,25,0,1,1,1
24,10,2017,2017-10-24,0,0,0,1,225,26,28,284.853,24,0,1,2,2
24,10,2017,2017-10-24,0,0,0,1,369,17,31,284.853,25,0,3,0,8
24,10,2017,2017-10-24,0,0,0,1,369,17,31,284.853,25,0,3,0,3
24,10,2017,2017-10-24,0,0,0,1,225,26,28,284.853,24,0,1,2,4
24,10,2017,2017-10-24,0,0,0,1,369,17,31,284.853,25,0,3,0,8
25,10,2017,2017-10-25,0,0,0,1,179,51,38,284.853,31,0,0,0,3
25,10,2017,2017-10-25,1,0,0,0,228,14,58,284.853,22,0,2,1,1
25,10,2017,2017-10-25,0,0,0,1,291,31,40,284.853,25,0,1,1,1
26,10,2017,2017-10-26,1,0,0,0,369,17,31,284.853,25,0,3,0,8
26,10,2017,2017-10-26,1,0,0,0,225,26,28,284.853,24,0,1,2,1
27,10,2017,2017-10-27,1,0,0,0,369,17,31,284.853,25,0,3,0,8
27,10,2017,2017-10-27,1,0,0,0,225,26,28,284.853,24,0,1,2,3
29,10,2017,2017-10-29,0,0,0,1,189,29,33,284.853,25,0,2,2,8
29,10,2017,2017-10-29,1,0,0,0,235,16,32,284.853,25,1,0,0,8
29,10,2017,2017-10-29,1,0,0,0,248,25,47,284.853,32,0,2,1,8
29,10,2017,2017-10-29,0,0,0,0,225,26,28,284.853,24,0,1,2,0
31,10,2017,2017-10-31,1,0,0,0,225,26,28,284.853,24,0,1,2,3
7,11,2017,2017-11-07,0,0,1,0,179,51,38,268.519,31,0,0,0,1
8,11,2017,2017-11-08,0,0,0,1,118,10,37,268.519,28,0,0,0,3
8,11,2017,2017-11-08,1,0,0,0,330,16,28,268.519,25,1,0,0,24
10,11,2017,2017-11-10,0,0,0,1,179,51,38,268.519,31,0,0,0,1
14,11,2017,2017-11-14,1,0,0,0,118,10,37,268.519,28,0,0,0,8
15,11,2017,2017-11-15,0,0,0,1,289,36,33,268.519,30,0,2,1,8
17,11,2017,2017-11-17,1,0,0,0,235,16,32,268.519,25,1,0,0,8
17,11,2017,2017-11-17,0,0,0,1,225,26,28,268.519,24,0,1,2,4
21,11,2017,2017-11-21,0,0,0,1,361,52,28,268.519,27,0,1,4,8
22,11,2017,2017-11-22,0,0,0,1,291,31,40,268.519,25,0,1,1,2
23,11,2017,2017-11-23,1,0,0,0,118,10,37,268.519,28,0,0,0,2
23,11,2017,2017-11-23,1,0,0,0,225,26,28,268.519,24,0,1,2,3
27,11,2017,2017-11-27,0,0,0,1,179,51,38,268.519,31,0,0,0,1
27,11,2017,2017-11-27,0,0,0,1,118,10,37,268.519,28,0,0,0,8
28,11,2017,2017-11-28,1,0,0,0,118,10,37,268.519,28,0,0,0,8
28,11,2017,2017-11-28,0,0,0,1,225,26,28,268.519,24,0,1,2,2
28,11,2017,2017-11-28,0,0,0,0,291,31,40,268.519,25,0,1,1,0
29,11,2017,2017-11-29,0,0,0,0,289,36,33,268.519,30,0,2,1,0
30,11,2017,2017-11-30,1,0,0,0,248,25,47,268.519,32,0,2,1,4
30,11,2017,2017-11-30,0,0,0,0,235,20,43,268.519,38,0,1,0,0
24,11,2017,2017-11-24,0,0,0,1,225,26,28,268.519,24,0,1,2,2
24,11,2017,2017-11-24,0,0,0,1,369,17,31,268.519,25,0,3,0,8
27,11,2017,2017-11-27,0,0,0,1,361,52,28,268.519,27,0,1,4,2
5,12,2017,2017-12-05,1,0,0,0,179,51,38,280.549,31,0,0,0,32
6,12,2017,2017-12-06,0,0,0,1,291,31,40,280.549,25,0,1,1,1
6,12,2017,2017-12-06,0,0,0,1,225,26,28,280.549,24,0,1,2,3
8,12,2017,2017-12-08,1,0,0,0,179,26,30,280.549,19,1,0,0,1
8,12,2017,2017-12-08,0,0,0,1,225,26,28,280.549,24,0,1,2,3
13,12,2017,2017-12-13,0,0,0,1,225,26,28,280.549,24,0,1,2,3
14,12,2017,2017-12-14,1,0,0,0,361,52,28,280.549,27,0,1,4,4
15,12,2017,2017-12-15,0,0,1,0,179,22,40,280.549,22,1,2,0,2
15,12,2017,2017-12-15,0,0,0,1,235,20,43,280.549,38,0,1,0,8
18,12,2017,2017-12-18,0,0,1,0,233,51,31,280.549,21,1,1,8,8
19,12,2017,2017-12-19,1,0,0,0,179,26,30,280.549,19,1,0,0,16
19,12,2017,2017-12-19,0,0,0,1,225,26,28,280.549,24,0,1,2,2
21,12,2017,2017-12-21,0,0,0,1,225,26,28,280.549,24,0,1,2,3
18,12,2017,2017-12-18,0,0,0,1,225,26,28,280.549,24,0,1,2,2
19,12,2017,2017-12-19,0,0,1,0,155,12,34,280.549,25,0,2,0,80
1,1,2018,2018-01-01,1,0,0,0,179,26,30,313.532,19,1,0,0,24
4,1,2018,2018-01-04,1,0,0,0,179,26,30,313.532,19,1,0,0,16
4,1,2018,2018-01-04,0,0,0,1,179,22,40,313.532,22,1,2,0,2
5,1,2018,2018-01-05,0,0,0,1,179,22,40,313.532,22,1,2,0,2
8,1,2018,2018-01-08,1,0,0,0,179,26,30,313.532,19,1,0,0,3
10,1,2018,2018-01-10,0,0,0,1,179,22,40,313.532,22,1,2,0,2
11,1,2018,2018-01-11,1,0,0,0,289,48,49,313.532,36,0,0,2,8
12,1,2018,2018-01-12,0,0,1,0,179,22,40,313.532,22,1,2,0,3
15,1,2018,2018-01-15,0,0,0,1,179,26,30,313.532,19,1,0,0,2
16,1,2018,2018-01-16,0,0,1,0,155,12,34,313.532,25,0,2,0,8
17,1,2018,2018-01-17,0,0,0,1,179,26,30,313.532,19,1,0,0,2
17,1,2018,2018-01-17,0,0,0,1,179,51,38,313.532,31,0,0,0,3
17,1,2018,2018-01-17,1,0,0,0,289,36,33,313.532,30,0,2,1,8
18,1,2018,2018-01-18,0,0,0,1,179,51,38,313.532,31,0,0,0,3
26,1,2018,2018-01-26,0,0,0,1,179,51,38,313.532,31,0,0,0,2
6,2,2018,2018-02-06,1,0,0,0,179,51,38,264.249,31,0,0,0,8
6,2,2018,2018-02-06,0,0,0,1,225,26,28,264.249,24,0,1,2,3
7,2,2018,2018-02-07,1,0,0,0,248,25,47,264.249,32,0,2,1,8
7,2,2018,2018-02-07,0,0,0,1,179,51,38,264.249,31,0,0,0,2
8,2,2018,2018-02-08,0,0,0,1,225,26,28,264.249,24,0,1,2,3
8,2,2018,2018-02-08,0,0,0,1,179,51,38,264.249,31,0,0,0,2
8,2,2018,2018-02-08,0,0,0,1,179,26,30,264.249,19,1,0,0,2
9,2,2018,2018-02-09,0,0,0,1,225,15,41,264.249,28,1,2,2,2
9,2,2018,2018-02-09,0,0,0,1,179,51,38,264.249,31,0,0,0,2
12,2,2018,2018-02-12,0,0,1,0,233,51,31,264.249,21,1,1,8,2
12,2,2018,2018-02-12,0,0,0,1,179,51,38,264.249,31,0,0,0,2
13,2,2018,2018-02-13,1,0,0,0,225,26,28,264.249,24,0,1,2,8
14,2,2018,2018-02-14,0,0,0,1,179,51,38,264.249,31,0,0,0,3
15,2,2018,2018-02-15,0,0,0,1,179,51,38,264.249,31,0,0,0,3
15,2,2018,2018-02-15,0,0,0,1,225,26,28,264.249,24,0,1,2,3
15,2,2018,2018-02-15,1,0,0,0,179,26,30,264.249,19,1,0,0,2
16,2,2018,2018-02-16,0,0,0,1,179,22,40,264.249,22,1,2,0,2
16,2,2018,2018-02-16,0,0,0,1,179,51,38,264.249,31,0,0,0,3
21,2,2018,2018-02-21,1,0,0,0,233,51,31,264.249,21,1,1,8,3
21,2,2018,2018-02-21,0,0,0,1,179,26,30,264.249,19,1,0,0,2
21,2,2018,2018-02-21,0,0,0,1,179,51,38,264.249,31,0,0,0,2
22,2,2018,2018-02-22,1,0,0,0,179,51,38,264.249,31,0,0,0,8
23,2,2018,2018-02-23,0,0,0,1,179,51,38,264.249,31,0,0,0,2
26,2,2018,2018-02-26,0,0,0,1,155,12,34,264.249,25,0,2,0,5
26,2,2018,2018-02-26,0,0,0,1,235,16,32,264.249,25,1,0,0,3
26,2,2018,2018-02-26,0,0,0,1,179,51,38,264.249,31,0,0,0,2
26,2,2018,2018-02-26,1,0,0,0,225,26,28,264.249,24,0,1,2,2
27,2,2018,2018-02-27,0,0,0,1,179,51,38,264.249,31,0,0,0,2
27,2,2018,2018-02-27,0,0,0,1,248,25,47,264.249,32,0,2,1,2
27,2,2018,2018-02-27,0,0,0,1,225,26,28,264.249,24,0,1,2,2
28,2,2018,2018-02-28,0,0,0,1,179,51,38,264.249,31,0,0,0,2
22,2,2018,2018-02-22,0,0,0,1,179,51,38,264.249,31,0,0,0,2
23,2,2018,2018-02-23,0,0,0,1,235,16,32,264.249,25,1,0,0,2
5,3,2018,2018-03-05,0,0,0,1,179,51,38,222.196,31,0,0,0,2
5,3,2018,2018-03-05,0,0,0,1,248,25,47,222.196,32,0,2,1,2
6,3,2018,2018-03-06,0,0,0,1,228,14,58,222.196,22,0,2,1,3
6,3,2018,2018-03-06,0,0,0,1,248,25,47,222.196,32,0,2,1,3
6,3,2018,2018-03-06,1,0,0,0,228,14,58,222.196,22,0,2,1,112
7,3,2018,2018-03-07,0,0,0,1,179,51,38,222.196,31,0,0,0,2
8,3,2018,2018-03-08,0,0,0,1,225,26,28,222.196,24,0,1,2,2
8,3,2018,2018-03-08,0,0,0,1,179,51,38,222.196,31,0,0,0,3
8,3,2018,2018-03-08,0,0,0,1,225,26,28,222.196,24,0,1,2,2
9,3,2018,2018-03-09,0,0,0,1,179,26,30,222.196,19,1,0,0,3
12,3,2018,2018-03-12,0,0,0,1,235,16,32,222.196,25,1,0,0,3
12,3,2018,2018-03-12,0,0,1,0,361,52,28,222.196,27,0,1,4,8
13,3,2018,2018-03-13,1,0,0,0,179,51,38,222.196,31,0,0,0,8
14,3,2018,2018-03-14,0,0,0,1,179,51,38,222.196,31,0,0,0,2
15,3,2018,2018-03-15,0,0,0,1,179,51,38,222.196,31,0,0,0,3
16,3,2018,2018-03-16,0,0,0,1,179,26,30,222.196,19,1,0,0,2
19,3,2018,2018-03-19,1,0,0,0,179,51,38,222.196,31,0,0,0,4
19,3,2018,2018-03-19,1,0,0,0,248,25,47,222.196,32,0,2,1,2
19,3,2018,2018-03-19,0,0,0,1,179,51,38,222.196,31,0,0,0,3
19,3,2018,2018-03-19,1,0,0,0,225,26,28,222.196,24,0,1,2,8
20,3,2018,2018-03-20,0,0,0,1,179,51,38,222.196,31,0,0,0,2
21,3,2018,2018-03-21,0,0,0,1,289,36,33,222.196,30,0,2,1,8
21,3,2018,2018-03-21,0,0,0,1,228,14,58,222.196,22,0,2,1,2
21,3,2018,2018-03-21,0,0,0,1,179,51,38,222.196,31,0,0,0,2
22,3,2018,2018-03-22,0,0,0,1,248,25,47,222.196,32,0,2,1,3
22,3,2018,2018-03-22,0,0,0,1,179,51,38,222.196,31,0,0,0,3
23,3,2018,2018-03-23,0,0,0,1,179,26,30,222.196,19,1,0,0,2
23,3,2018,2018-03-23,0,0,0,1,179,51,38,222.196,31,0,0,0,3
27,3,2018,2018-03-27,0,0,0,1,179,51,38,222.196,31,0,0,0,3
28,3,2018,2018-03-28,0,0,0,1,118,15,46,222.196,25,0,2,0,8
28,3,2018,2018-03-28,1,0,0,0,155,12,34,222.196,25,0,2,0,24
28,3,2018,2018-03-28,0,0,0,1,179,51,38,222.196,31,0,0,0,3
29,3,2018,2018-03-29,0,0,0,1,179,51,38,222.196,31,0,0,0,3
26,3,2018,2018-03-26,1,0,0,0,179,26,30,222.196,19,1,0,0,2
26,3,2018,2018-03-26,0,0,1,0,289,36,33,222.196,30,0,2,1,104
28,3,2018,2018-03-28,0,0,0,1,369,17,31,222.196,25,0,3,0,8
2,4,2018,2018-04-02,1,0,0,0,225,26,28,246.288,24,0,1,2,8
2,4,2018,2018-04-02,1,0,0,0,118,10,37,246.288,28,0,0,0,8
3,4,2018,2018-04-03,0,0,1,0,361,52,28,246.288,27,0,1,4,8
4,4,2018,2018-04-04,0,0,1,0,248,25,47,246.288,32,0,2,1,8
